livre	chapitre	verset	fr	ewe
EST	4	16	Va, rassemble tous les Juifs qui se trouvent à Suse, et jeûnez pour moi, sans manger ni boire pendant trois jours, ni la nuit ni le jour. Moi aussi, je jeûnerai de même avec mes servantes, puis j’entrerai chez le roi, malgré la loi; et si je dois périr, je périrai.	Yi dafo Yudato, siwo kata le Susa la, nu fu, eye mitsi nu do le tanye, migadu nu o, eye migano nu o za kple keli nkeke eto son; mía kple nye nyonudo- lawo ha míatsi nu ado alea, eye mano alea ayi IIa la gbo menye le seko la nu o, eye ne meku la, de meku!
EST	3	6	mais il dédaigna de porter la main sur Mardochée seul, car on lui avait dit de quel peuple était Mardochée, et il voulut détruire le peuple de Mardochée, tous les Juifs qui se trouvaient dans tout le royaume d’Assuérus.	Ke ebu Mardohai dede ko wuwu nu- madinui; elabena woyo Mardohai fe duko ne. Eyata Haman di be, yeatsró Yudato, siwo kata le Ahas- weros fe fiadufe blibo 1a me, siwo nye Mardohai fe duko 1a. ./ Le dzinu gbàto, si nye dzinu Nisan me,le fia Abasweros fe fe wuievelia me la, woda pur, si nye nudzidzenu le Haman nku me le ñkeke sia ñkeke dzi kple dzinu sia dzinu me vasede dzinu wuie- velia, si nye dzinu Adar me
EST	2	11	Et chaque jour Mardochée allait et venait devant la cour de la maison des femmes, pour savoir comment se portait Esther et comment on la traitait.	Eye Mar- dohai dia tsa gbesiagbe le nyonu- wo fe afela fe hohonu la nu, be yeanya, alesi Ester le kple nusi dzo de edzi
EST	9	15	et les Juifs qui se trouvaient à Suse se rassemblèrent de nouveau le quatorzième jour du mois d’Adar et tuèrent dans Suse trois cents hommes. Mais ils ne mirent pas la main au pillage.	Eye Yudato, siwo le Susa la, fo wo dokui nu fu le dzinu Adar fe nkeke wuienelia ha dzi, eye wowu nutsu alafa eto le Susa; ke womede asi aboyo- nuawo nu o
EST	4	15	Esther envoya dire à Mardochée:	Tete Ester be, woadagblo na Mardohai be
EST	3	8	Alors Haman dit au roi Assuérus: Il y a dans toutes les provinces de ton royaume un peuple dispersé et à part parmi les peuples, ayant des lois différentes de celles de tous les peuples et n’observant point les lois du roi. Il n’est pas dans l’intérêt du roi de le laisser en repos.	Tete Haman gblo na fia Ahasweros bena: Duko dekaa de li, si kaka, eye woma de dukowo dome le wo fiadufe fe anyigbawo Kaia 471; wofe sewo to vovo tso duko sia duko to gbo, eye womewoa fia fe Sewo dzi o; eyata medze fia bo, wòazi kpi akpo wo alea o
EST	2	21	Dans ce même temps, comme Mardochée était assis à la porte du roi, Bigthan et Théresch, deux eunuques du roi, gardes du seuil, cédèrent à un mouvement d’irritation et voulurent porter la main sur le roi Assuérus.	Le gemagi, esi Mardohai bo- bo no fia fe agbo nu la, fia fe afe dzikpola eve, Bigtan kple Te- res, amesiwo tso agbonudzolawo dome la, do domedzoe, eye wodi be, yewoawu fia Ahasweros
EST	9	25	mais Esther s’étant présentée devant le roi, le roi ordonna par écrit de faire retomber sur la tête d’Haman le méchant projet qu’il avait formé contre les Juifs, et de le pendre au bois, lui et ses fils.	Ke esi Ester va fia la nku me la, ede se wonlo 446 HIOB. 1 1-11 agbalé, be efe tame yb, si wódo de Yudatowo nu la, natro va eya nuto fe ta dzi, eye wohe eya kple viawo de ati nu
EST	5	13	Mais tout cela n’est d’aucun prix pour moi aussi longtemps que je verrai Mardochée, le Juif, assis à la porte du roi.	Ke nusiawo UA AA Aa apaapaa aa ca pa AA VN GOTT k ata medi ve nam o, nkeke alesi megale Yudato Mardohai Kpom wobobo no fia fe agbo me
EST	6	14	Comme ils lui parlaient encore, les eunuques du roi arrivèrent et conduisirent aussitôt Haman au festin qu’Esther avait préparé.	Esime wogale nu fom kplii la, fia fe afe dzikpolawo va kplo Ha- man enumake yi kplo, si Ester do la nu. Wohe Haman de ati, si wòtu na Mardobai ñuti
EST	1	17	Car l’action de la reine parviendra à la connaissance de toutes les femmes, et les portera à mépriser leurs maris; elles diront: Le roi Assuérus avait ordonné qu’on amenât en sa présence la reine Vasthi, et elle n’y est pas allée.	Elabena fiasrd fe nuwowo la ado nyonuwo kata dome, eye woava wo srówo Kpo ge de fomevi ahano gbogblom be: Fia Ahaswe- ros be, woakplo casro Wasti va egboe, ke meyi o!
EST	5	2	Lorsque le roi vit la reine Esther debout dans la cour, elle trouva grâce à ses yeux; et le roi tendit à Esther le sceptre d’or qu’il tenait à la main. Esther s’approcha, et toucha le bout du sceptre.	Ke esi fia la kpo fiasró Ester wotsi tre de ho- honua la, eve enu; eye fia la lé sikafiatikplo de asi do de Ester; tete Ester te va heka asi fiatikplo la tame
EST	9	19	C’est pourquoi les Juifs de la campagne, qui habitent des villes sans murailles, font du quatorzième jour du mois d’Adar un jour de joie, de festin et de fête, où l’on s’envoie des portions les uns aux autres.	Eyata Yudato, siwo le kofewo kple du nuvowo me la, iso dzinu Agar fe nkeke wuienelia wo dzidzokpogbe, aglo- tugbe kple nkekenyuie, si dzi wodoa nududu de wo noewo le. Yudatowo do üikekenyuien de anyi hena nkudodo wofe dede dzi
EST	1	14	Il avait auprès de lui Carschena, Schéthar, Admatha, Tarsis, Mérès, Marsena, Memucan, sept princes de Perse et de Médie, qui voyaient la face du roi et qui occupaient le premier rang dans le royaume.	Amesiwo te de nu la, wonye Karsena, Zetar, Admata, Tarsis, Meres, Marsena kple Memubhan ; woawoe nye ame- gà adreawo le Persia kple Media, amesiwo kpoa fia la nku me, eye wonoa nofe gbato le fiadufe la me 15 Nuka woawo fiasró Wasti le se la nu? Elabena mewo fia Ahasweros fe nya, si wóde afe dzikpolawo si la dzi o
EST	2	15	Lorsque son tour d’aller vers le roi fut arrivé, Esther, fille d’Abichaïl, oncle de Mardochée qui l’avait adoptée pour fille, ne demanda que ce qui fut désigné par Hégaï, eunuque du roi et gardien des femmes. Esther trouvait grâce aux yeux de tous ceux qui la voyaient.	Eye esi wogo Ester, amesi nye Mardohai todia Abihayil fe vinyo- nu, si wóho wo vianyonui dzi, be wòayi fia gbo la, mebia naneke o, negbe nusi fia fe afe dzikpola He- gai, amesi nye nyonuwo nudzola do la ko. Eye Ester nu nyo amesiwo kata kpoe Ia nu
EST	1	18	Et dès ce jour les princesses de Perse et de Médie qui auront appris l’action de la reine la rapporteront à tous les chefs du roi; de là beaucoup de mépris et de colère.	Eye egbe sia ke Persia-amegáwo kple Media- amegáwo fe srowo hà agblo alea de fia fe amegáwo kata nu, ne wose fiasró fe nuwowo la, eye woahe vlododo kple dziku gede ve
EST	4	5	Alors Esther appela Hathac, l’un des eunuques que le roi avait placés auprès d’elle, et elle le chargea d’aller demander à Mardochée ce que c’était et d’où cela venait.	Tete Ester yo Hatah tso fia fe afe dzi- kpola, siwo wóde, be woasuboe la dome, eye wódoe do de Mar- dohai gbo, be yeanya nusi dzo kple nusi ta wówo alea do
EST	1	10	Le septième jour, comme le cœur du roi était réjoui par le vin, il ordonna à Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zéthar et Carcas, les sept eunuques qui servaient devant le roi Assuérus,	Le nkeke adreliagbe, esime wein na fia la fe dzi gbo de me la, ede se na afe dzil pola adrea- wo, siwo nye Mehuman, Bizta, Harbona, Bigta, Abagta, Zetar kple Harkas, amesiwo subona le fiaAbaswerosnkumelabe,11 woa- dakplo fiasró Wasti va fia ùku me, b Kron.1.12,32. d . eye fiakuku nano eta, ne ybaia efe tugbedzedze dukowo kple fia- wo, elabena edze tugbe
EST	5	12	Et il ajouta: Je suis même le seul que la reine Esther ait admis avec le roi au festin qu’elle a fait, et je suis encore invité pour demain chez elle avec le roi.	Eye Ha- man gagblo bena: Fiasró Ester hà mekpe amea deke kpe de fia nu de kplo, si wódo la nu o, negbe nye ko; etso ha egakpem kpe de fia la nu
EST	4	13	Mardochée fit répondre à Esther: Ne t’imagine pas que tu échapperas seule d’entre tous les Juifs, parce que tu es dans la maison du roi;	Tete Mardohai be, woado nu na Ester be: Megasusu be, wóa akpo dede le fia fe me tso Yudatowo kata dome o; 14 elabena ne àzi kpi le &eyigi sia me la, ekema ablode kple dede atso afi bubua de ava na Yudatowo, ke mia kple fofowó fe afe ya miatsrü amea de menya nyenye la su asiwo do
EST	9	5	Les Juifs frappèrent à coups d’épée tous leurs ennemis, ils les tuèrent et les firent périr; ils traitèrent comme il leur plut ceux qui leur étaient hostiles.	Eye Yuda- towo tso yi dza wofe futowo kati, wowu wo, eye wotsró wo, eye wowo wofe ketowo, alesi dze wo nu
EST	3	15	Les courriers partirent en toute hâte, d’après l’ordre du roi. L’édit fut aussi publié dans Suse, la capitale; et tandis que le roi et Haman étaient à boire, la ville de Suse était dans la consternation.	Tete duholawo yi kaba le fia fe nya la nu, eye wode se la le Susa-mó me. Eye fia la kple Haman wo- bobo no anyi le aha nom; ke wunyawunya do Susa-du la me. Yudatowo fa konyi, eye wotsi nu do. Esi Mardohai se nya, siwo » kata dzo la, Mardohai dze efe awuwo, ta akpanya, si afi, eye wòto dua titina le gli dom sesie nu- blanuitoe 2 heva fia fe agbo nu; elabena amea deke mekpo mo ano akpanyá me age de fia fe agbo me o
EST	5	5	Et le roi dit: Allez tout de suite chercher Haman, comme le désire Esther. Le roi se rendit avec Haman au festin qu’avait préparé Esther.	Tete fia la gblo be: Midayo Haman ve kaba, be míawo Ester fe nya la dzi! Eye fia la kple Haman wova kpló, si Ester do la ñu
EST	4	8	Il lui donna aussi une copie de l’édit publié dans Suse en vue de leur destruction, afin qu’il le montrât à Esther et lui fît tout connaître; et il ordonna qu’Esther se rendît chez le roi pour lui demander grâce et l’implorer en faveur de son peuple.	Etso se, si wode le Susa, be woatsrü wo la, fe nonlo de asi ne, ne woadatso afia Ester, eye woagblo wo ne; eye wódoe, be wòayi fia la gbo, ne wóafo koko ne, eye wóade kuku ne de efe duko la ta. Mardohai di kpekpegeiu tso Ester gbo
EST	3	2	Tous les serviteurs du roi, qui se tenaient à la porte du roi, fléchissaient le genou et se prosternaient devant Haman, car tel était l’ordre du roi à son égard. Mais Mardochée ne fléchissait point le genou et ne se prosternait point.	Fia fe dola, siwo kata le fia fe agbo me la, bobona dea ta agu na Haman, elabena alea fia la de se le enu; ke Mar- dohai mebobona ne o, eye mede ta apu ha o
EST	6	4	Alors le roi dit: Qui est dans la cour? Haman était venu dans la cour extérieure de la maison du roi, pour demander au roi de faire pendre Mardochée au bois qu’il avait préparé pour lui.	Eye fia la gblo be: Amekaele hohonua? Haman ye va fiasà fe hohonu gbáüto be, yeagblo na fia la be, woahe ° Mardohai de ati, si wótu ne la nu. 5 Tete fia fe dolawo gblo ne bena: Kpo da, Haman ye tsi tre de hohonu la! Eye fia la gblo be: Neva me
EST	9	14	Et le roi ordonna de faire ainsi. L’édit fut publié dans Suse. On pendit les dix fils d’Haman;	Tete ca la gblo be, woa- wo nenema. Wode se le Susa, eye wohe Haman vi ewoawo de ati nu
EST	10	3	Car le Juif Mardochée était le premier après le roi Assuérus; considéré parmi les Juifs et aimé de la multitude de ses frères, il rechercha le bien de son peuple et parla pour le bonheur de toute sa race.	Elabena Yuda- to Mardohai enye evelia kplo fia Ahasweros do, eho nko le Yuda- towo dome, eye novia gbogboawo 19 efe nya; 'edi nyui na efe duko, eye wófo nu na edeviwo kata fe nyonyo
EST	1	19	Si le roi le trouve bon, qu’on publie de sa part et qu’on inscrive parmi les lois des Perses et des Mèdes, avec défense de la transgresser, une ordonnance royale d’après laquelle Vasthi ne paraîtra plus devant le roi Assuérus et le roi donnera la dignité de reine à une autre qui soit meilleure qu’elle.	Ne edze fia nu la, ekema woade fia fe se, eye woarloe de Persiatowo kple Mediatowo fe se la me, eye? womada edzi o be: Wasti mekpo mo agava fia Ahas- weros ñku me o, eye fia la natso efe fianyenye ana nyonu bubu, si nyo wui 20 Ne wose fia fe 1, 21 2, 20 se, si wode le efe fiadufe blibo, si nyadri la me la, ekema nyo- nuwo kata abu wo srówo tso tsi- tsiawo dzi vasede deviawo dzi
EST	3	4	Comme ils le lui répétaient chaque jour et qu’il ne les écoutait pas, ils en firent rapport à Haman, pour voir si Mardochée persisterait dans sa résolution; car il leur avait dit qu’il était Juif.	Esime wole alea gblom ne gbesiagbe, . ke medo toe na wo o la, wodagbloe na Haman be, yewoakpo be, woaló de Mardohai fe nuwowo dzi 10; elabena egblo be, Yudato yenye
EST	1	6	Des tentures blanches, vertes et bleues, étaient attachées par des cordons de byssus et de pourpre à des anneaux d’argent et à des colonnes de marbre. Des lits d’or et d’argent reposaient sur un pavé de porphyre, de marbre, de nacre et de pierres noires.	Wotsi avo Bito, dzito kple bloto, siwo nu wosa aklala kple adabe dzito fe ka do la, de klosalosigewo nu le Kpe hoasi sotiawo nu. Wotso sika kple klosalo ló kuntrunuwo, do de anyigba, si wotso kpe hoasi dama, ito, héto kple yiboto do la
EST	9	6	Dans Suse, la capitale, les Juifs tuèrent et firent périr cinq cents hommes,	Yudatowo wu nutsu alafa ato le Susa-mó me, eye woisrӧ wo
EST	5	8	Si j’ai trouvé grâce aux yeux du roi, et s’il plaît au roi d’accorder ma demande et de satisfaire mon désir, que le roi vienne avec Haman au festin que je leur préparerai, et demain je donnerai réponse au roi selon son ordre.	Ne fia la ve nunye, eye ne edze fia la nu be, woana nye nubia- biam, eye woawo nye didi dzi la, ekema, ne fia kple Haman wova kpló, si magado na wo nu la, mawo fia fe nya la dzi etso. Haman di Mardoha! fe ku
EST	9	4	Car Mardochée était puissant dans la maison du roi, et sa renommée se répandait dans toutes les provinces, parce qu’il devenait de plus en plus puissant.	Ela- bena Mardobai zu ga le fia fe me, eye efe iKo de anyigbawo katà dzi; elabena nutsu Mardohai le gà zum de dzi dà
EST	2	12	Chaque jeune fille allait à son tour vers le roi Assuérus, après avoir employé douze mois à s’acquitter de ce qui était prescrit aux femmes; pendant ce temps, elles prenaient soin de leur toilette, six mois avec de l’huile de myrrhe, et six mois avec des aromates et des parfums en usage parmi les femmes.	Eye ne fia Ahas- weros gbo yiyi do nyonuviawo dome desiade dzi, esime wowo ne le nyonuwo fe konu la nu dzinu wuieve son megbe vo la, ela- bena geyigi gede siawo wogbléna de wote atikesisi nu; wosia mire- mi dzinu ade, eye wosia atike wewee kple nyonuwo fe ami we- Wee dzinu ade 13 ekema nyo- nuvi la yia fia gbo, eye wotsoa nusianu, si wóbia, be yeatso tso nyonuwo fe me ayi fia fe me la ne
EST	3	10	Le roi ôta son anneau de la main, et le remit à Haman, fils d’Hammedatha, l’Agaguite, ennemi des Juifs.	Tete fia la de efe nkosige le asi hetso na Haman, Hamedata vi, Agagito, si nye Yudatowo fe keto la
EST	3	12	Les secrétaires du roi furent appelés le treizième jour du premier mois, et l’on écrivit, suivant tout ce qui fut ordonné par Haman, aux satrapes du roi, aux gouverneurs de chaque province et aux chefs de chaque peuple, à chaque province selon son écriture et à chaque peuple selon sa langue. Ce fut au nom du roi Assuérus que l’on écrivit, et on scella avec l’anneau du roi.	Tete woyo fia fe agbalénlo- lawo le dzinu gbàto fe nkeke wuietolia dzi, eye wonlo agbalé, abe alesi Haman de see ene? de anyigba sia anyigba fe nunonlo kple duko sia duko fe gbegbogblo nu hedo de fia fe amegáwo kple anyigba dzikpola, siwo le anyigba sia anyigba nu kpakple duko sia duko fe tatowo; wonloe le fia Ahasweros fe nko me, eye wotso fia fe nkosige do nko ete
EST	2	9	La jeune fille lui plut, et trouva grâce devant lui; il s’empressa de lui fournir les choses nécessaires pour sa toilette et pour sa subsistance, lui donna sept jeunes filles choisies dans la maison du roi, et la plaça avec ses jeunes filles dans le meilleur appartement de la maison des femmes.	Nyonuvi la dze enu, eye wóve enu. Tete wówo kaba, be wòasi atike ne, wóana efe nududui, eye wóa- tso nyonuvi adre, siwo wotia tso . 3, 16. d ,51. e Fla. 11.24, 15. f kp. 15. g kp. 10. fiafe me la, akpe de enu, eye wona nofe nyuito eya kple efe nyonu- viwo le nyonuwo fe afe la me
EST	2	20	Esther n’avait fait connaître ni sa naissance ni son peuple, car Mardochée le lui avait défendu, et elle suivait les ordres de Mardochée aussi fidèlement qu’à l’époque où elle était sous sa tutelle.	Ke Ester meyo wo de kple efe duko o, abe alesi Mardohai de se ne ene, eye Ester do to Mardohai fe gbe, abe ale- si wóno egbo wónyii wòtsi ke ene. Mardohal! ka atam de fia nu
EST	1	7	On servait à boire dans des vases d’or, de différentes espèces, et il y avait abondance de vin royal, grâce à la libéralité du roi.	Woku aha de sikakpluwo me, eye kplu desiade le vovo, eye fia fe wein so gbo tan, abe alesi dze fia ene
EST	6	13	Haman raconta à Zéresch, sa femme, et à tous ses amis, tout ce qui lui était arrivé. Et ses sages, et Zéresch, sa femme, lui dirent: Si Mardochée, devant lequel tu as commencé de tomber, est de la race des Juifs, tu ne pourras rien contre lui, mais tu tomberas devant lui.	Eye Haman hlé nusiwo kata dzo de edzi la, fia sróa Zeres kple eholóawo kata. Tete efe nunyalawo kple sróa Zeres wogblo ne bena: Nenye Yudatowo fe dzidzimeviwo dome Mardohai, amesi nku me néde asi toyiyi me le tso la, ekema mate nu awo nanekee o, ke bon to ko- koko nayi agayi le enku me!
